Elapsed (s),Time,nGen-400 Uptime,nGen-400 Hours,Anode PWM_Duty_Cycle,Anode Voltage,Anode Current,Getter PWM_Duty_Cycle,Getter Current,Neutron Counts,Neutron Count_Rate,Neutron Count_Rate_Avg,Neutron Count_Rate_Stdev_Pct,RF Freq_Synth,Suppressor Current,Suppressor Voltage,Pulsing Rep_Rate,Pulsing Duty_Cycle,Pulsing Ext_Trig_Select,Calculations Current_Ratio,Faults Anode_Voltage_Too_High,Faults Arc_dI_dt,Faults Arc_I,Faults Blinkout,Faults E_Beam_Power_Too_High,Faults Interlock,Faults Suppressor_Voltage_Too_Low,State_Machine State,State_Machine Source,State_Machine Destination,State_Machine Fault
0.0,10-Mar-26 10:11:20,1.088E+06,96.6,0,0.8914,0.03928,0,0.01047,0,0,0,100,16.28,0.002417,0.09517,1,1,0,0,1,0,1,-1,1,0,4,2.25,2,4,[ OK ]
1.4,10-Mar-26 10:11:21,1.088E+06,96.6,0,0.8914,0.04215,0.2704,0.3145,0,0,0,100,16.28,0.0003626,0,1,1,0,0,1,0,1,-1,1,0,4,3,2,4,[ OK ]
2.9,10-Mar-26 10:11:22,1.088E+06,96.6,0,0.5094,0.04295,0.3572,0.7997,0,0,0,100,16.28,0.002538,0,1,1,0,0,1,0,1,-1,1,0,4,3,3,4,[ OK ]
4.4,10-Mar-26 10:11:24,1.088E+06,96.6,0,0.8277,0.04295,0.4091,1.088,0,0,0,100,16.28,0.002659,0.006345,1,1,0,0,1,0,1,-1,1,0,4,3.105,3,4,[ OK ]
5.9,10-Mar-26 10:11:25,1.088E+06,96.6,0,1.464,0.04215,0.4425,1.279,0,0,0,100,16.28,0.204,404.2,1,1,0,0,1,0,1,-1,1,0,1,3.211,3,4,[ OK ]
7.6,10-Mar-26 10:11:27,1.088E+06,96.6,0,0.8914,0.04245,0.4622,1.378,0,0,0,100,16.28,0.2093,404.2,200,1,0,0,1,0,1,-1,1,0,1,3.368,3,4,[ OK ]
9.2,10-Mar-26 10:11:29,1.088E+06,96.6,0,0.9232,0.04344,0.4748,1.432,0,0,0,100,16.28,0.21,404.6,200,1,0,0,1,0,1,-1,1,0,1,3.526,3,4,[ OK ]
10.7,10-Mar-26 10:11:30,1.088E+06,96.6,0.02788,15.85,0.04602,0.4809,1.476,0,0,0,100,16.28,0.2088,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.632,3,4,[ OK ]
12.3,10-Mar-26 10:11:32,1.088E+06,96.6,0.03612,29.27,0.04572,0.5793,1.991,0,0,0,100,16.28,0.209,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
13.7,10-Mar-26 10:11:33,1.088E+06,96.6,0.04049,38.93,0.04602,0.6439,2.327,0,0,0,100,16.28,0.2107,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
14.7,10-Mar-26 10:11:34,1.088E+06,96.6,0.04356,42.21,0.04572,0.6801,2.483,0,0,0,100,16.28,0.2094,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
15.5,10-Mar-26 10:11:35,1.088E+06,96.6,0.04458,44.12,0.04543,0.6946,2.539,0,0,0,100,16.28,0.2106,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
16.3,10-Mar-26 10:11:36,1.088E+06,96.6,0.04534,45.73,0.04682,0.7057,2.593,0,0,0,100,16.28,0.2104,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
17.1,10-Mar-26 10:11:37,1.088E+06,96.6,0.04597,46.65,0.04622,0.715,2.633,0,0,0,100,16.28,0.2119,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
17.6,10-Mar-26 10:11:37,1.088E+06,96.6,0.04639,47.28,0.0482,0.7222,2.656,0,0,0,100,16.28,0.2141,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
18.3,10-Mar-26 10:11:38,1.088E+06,96.6,0.04664,47.85,0.04652,0.7276,2.673,0,0,0,100,16.28,0.2114,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
18.9,10-Mar-26 10:11:38,1.088E+06,96.6,0.04698,47.93,0.0487,0.7329,2.692,0,0,0,100,16.28,0.2105,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
19.5,10-Mar-26 10:11:39,1.088E+06,96.6,0.04711,48.66,0.0489,0.738,2.705,0,0,0,100,16.28,0.2124,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
20.1,10-Mar-26 10:11:40,1.088E+06,96.6,0.04741,48.34,0.04682,0.741,2.715,0,0,0,100,16.28,0.2131,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
20.6,10-Mar-26 10:11:40,1.088E+06,96.6,0.04708,50.16,0.049,0.7456,2.721,0,0,0,100,16.28,0.2127,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
21.2,10-Mar-26 10:11:41,1.088E+06,96.6,0.04763,48.88,0.04622,0.7493,2.717,0,0,0,100,16.28,0.213,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
21.7,10-Mar-26 10:11:41,1.088E+06,96.6,0.0478,48.95,0.04493,0.752,2.735,0,0,0,100,16.28,0.2139,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
22.4,10-Mar-26 10:11:42,1.088E+06,96.6,0.04777,49.39,0.04582,0.7549,2.739,0,0,0,100,16.28,0.2104,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
23.0,10-Mar-26 10:11:43,1.088E+06,96.6,0.04796,49.04,0.04959,0.7587,2.736,0,0,0,100,16.28,0.2114,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
23.6,10-Mar-26 10:11:43,1.088E+06,96.6,0.04789,49.52,0.0492,0.7624,2.735,0,0,0,100,16.28,0.2138,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
24.1,10-Mar-26 10:11:44,1.088E+06,96.6,0.048,49.44,0.05178,0.764,2.742,0,0,0,100,16.28,0.2132,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
24.7,10-Mar-26 10:11:44,1.088E+06,96.6,0.04817,49.28,0.0489,0.7666,2.751,0,0,0,100,16.28,0.2125,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
25.3,10-Mar-26 10:11:45,1.088E+06,96.6,0.04812,49.65,0.05138,0.7695,2.747,0,0,0,100,16.28,0.2114,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
25.8,10-Mar-26 10:11:45,1.088E+06,96.6,0.04831,49.31,0.05386,0.7713,2.756,0,0,0,100,16.28,0.213,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
26.4,10-Mar-26 10:11:46,1.088E+06,96.6,0.04855,48.84,0.0862,0.7745,2.746,0,0,0,100,16.28,0.2168,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
27.7,10-Mar-26 10:11:47,1.088E+06,96.6,0.04892,48.44,0.1192,0.7764,2.757,0,0,0,100,16.28,0.2131,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.947,3,4,[ OK ]
28.9,10-Mar-26 10:11:48,1.088E+06,96.6,0.0492,48.39,0.2022,0.6331,2.06,0,0,0,100,16.28,0.2269,404.1,200,1,0,-0.1217,1,1,1,1,1,1,1,4,4,-1,[ OK ]
31.1,10-Mar-26 10:11:51,1.088E+06,96.6,0.05789,49.82,0.1489,0.5772,1.778,0,0,0,100,16.28,0.2243,404.4,200,1,0,-0.4978,1,1,1,1,1,1,1,4,4,-1,[ OK ]
32.0,10-Mar-26 10:11:52,1.088E+06,96.6,0.06871,56.52,0.1632,0.5615,1.713,0,0,0,100,16.28,0.2267,404.2,200,1,0,-0.4045,1,1,1,1,1,1,1,4,4,-1,[ OK ]
32.6,10-Mar-26 10:11:52,1.088E+06,96.6,0.07701,61.08,0.3037,0.555,1.683,0,0,0,100,16.28,0.2405,404.2,200,1,0,0.216,1,1,1,1,1,1,1,4,4,-1,[ OK ]
33.1,10-Mar-26 10:11:53,1.088E+06,96.6,0.08173,62.59,0.3076,0.5508,1.659,0,0,0,100,16.28,0.2394,404.3,200,1,0,0.2433,1,1,1,1,1,1,1,4,4,-1,[ OK ]
34.0,10-Mar-26 10:11:54,1.088E+06,96.6,0.09426,64.34,0.3321,0.5483,1.636,0,0,0,100,16.28,0.2437,404.2,200,1,0,0.2724,1,1,1,1,1,1,1,4,4,-1,[ OK ]
34.5,10-Mar-26 10:11:54,1.088E+06,96.6,0.105,76.56,0.357,0.5419,1.611,0,0,0,100,16.28,0.2475,404.5,200,1,0,0.2865,1,1,1,1,1,1,1,4,4,-1,[ OK ]
35.0,10-Mar-26 10:11:55,1.088E+06,96.6,0.1098,81.94,0.3571,0.5395,1.598,0,0,0,100,16.28,0.2481,404.1,200,1,0,0.3019,1,1,1,1,1,1,1,4,4,-1,[ OK ]
35.6,10-Mar-26 10:11:55,1.088E+06,96.6,0.1141,86.08,0.3596,0.5369,1.593,0,0,0,100,16.28,0.2483,404.7,200,1,0,0.3263,1,1,1,1,1,1,1,4,4,-1,[ OK ]
36.1,10-Mar-26 10:11:56,1.088E+06,96.6,0.1177,90.57,0.3706,0.5353,1.583,0,0,0,100,16.28,0.2491,404.4,200,1,0,0.3238,1,1,1,1,1,1,1,4,4,-1,[ OK ]
36.6,10-Mar-26 10:11:56,1.088E+06,96.6,0.121,94.06,0.3736,0.5341,1.571,0,0,0,100,16.28,0.2482,404.5,200,1,0,0.3266,1,1,1,1,1,1,1,4,4,-1,[ OK ]
37.0,10-Mar-26 10:11:57,1.088E+06,96.6,0.1234,96.4,0.3758,0.5336,1.56,0,0,0,100,16.28,0.2483,404.2,200,1,0,0.3384,1,1,1,1,1,1,1,4,4,-1,[ OK ]
37.5,10-Mar-26 10:11:57,1.088E+06,96.6,0.1262,98.5,0.3755,0.5323,1.556,0,0,0,100,16.28,0.2495,404.2,200,1,0,0.3463,1,1,1,1,1,1,1,4,4,-1,[ OK ]
38.1,10-Mar-26 10:11:58,1.088E+06,96.6,0.1281,102.2,0.3799,0.5306,1.557,0,0,0,100,16.28,0.2494,404.2,200,1,0,0.3388,1,1,1,1,1,1,1,4,4,-1,[ OK ]
38.5,10-Mar-26 10:11:58,1.088E+06,96.6,0.1299,103.5,0.3797,0.5303,1.55,0,0,0,100,16.28,0.2488,404.1,200,1,0,0.3606,1,1,1,1,1,1,1,4,4,-1,[ OK ]
38.9,10-Mar-26 10:11:58,1.088E+06,96.62,0.1313,105.4,0.3797,0.5298,1.547,0,0,0,100,16.28,0.2492,404.5,200,1,0,0.3515,1,1,1,1,1,1,1,4,4,-1,[ OK ]
39.2,10-Mar-26 10:11:59,1.088E+06,96.62,0.1325,105.9,0.3858,0.5294,1.544,0,0,0,100,16.28,0.2481,404.1,200,1,0,0.3592,1,1,1,1,1,1,1,4,4,-1,[ OK ]
39.7,10-Mar-26 10:11:59,1.088E+06,96.62,0.1335,108,0.3842,0.5282,1.549,0,0,0,100,16.28,0.2478,404.2,200,1,0,0.3495,1,1,1,1,1,1,1,4,4,-1,[ OK ]
40.1,10-Mar-26 10:12:00,1.088E+06,96.62,0.1348,108.7,0.3851,0.5285,1.539,0,0,0,100,16.28,0.2468,404.2,200,1,0,0.3648,1,1,1,1,1,1,1,4,4,-1,[ OK ]
40.5,10-Mar-26 10:12:00,1.088E+06,96.62,0.1357,110.1,0.387,0.5274,1.547,0,0,0,100,16.28,0.2483,404,200,1,0,0.3601,1,1,1,1,1,1,1,4,4,-1,[ OK ]
40.9,10-Mar-26 10:12:00,1.088E+06,96.62,0.1366,111.2,0.3848,0.5271,1.544,0,0,0,100,16.28,0.2472,404.3,200,1,0,0.3566,1,1,1,1,1,1,1,4,4,-1,[ OK ]
41.3,10-Mar-26 10:12:01,1.088E+06,96.62,0.1377,111,0.3896,0.5269,1.543,0,0,0,100,16.28,0.2501,404.4,200,1,0,0.3593,1,1,1,1,1,1,1,4,4,-1,[ OK ]
41.8,10-Mar-26 10:12:01,1.088E+06,96.62,0.1382,112.4,0.3914,0.5271,1.537,0,0,0,100,16.28,0.2487,404.5,200,1,0,0.3692,1,1,1,1,1,1,1,4,4,-1,[ OK ]
42.1,10-Mar-26 10:12:02,1.088E+06,96.62,0.1386,113.3,0.3898,0.5268,1.536,0,0,0,100,16.28,0.2484,404.2,200,1,0,0.3553,1,1,1,1,1,1,1,4,4,-1,[ OK ]
42.6,10-Mar-26 10:12:02,1.088E+06,96.62,0.1392,114.7,0.3877,0.5261,1.541,0,0,0,100,16.28,0.2502,404.1,200,1,0,0.3557,1,1,1,1,1,1,1,4,4,-1,[ OK ]
43.1,10-Mar-26 10:12:03,1.088E+06,96.62,0.1402,114.5,0.3828,0.526,1.539,0,0,0,100,16.28,0.2495,404.1,200,1,0,0.3417,1,1,1,1,1,1,1,4,4,-1,[ OK ]
43.5,10-Mar-26 10:12:03,1.088E+06,96.62,0.1407,115,0.3834,0.5263,1.532,0,0,0,100,16.28,0.2486,404.1,200,1,0,0.3508,1,1,1,1,1,1,1,4,4,-1,[ OK ]
44.0,10-Mar-26 10:12:03,1.088E+06,96.62,0.1411,115.3,0.3802,0.5266,1.525,0,0,0,100,16.28,0.2494,404.1,200,1,0,0.3621,1,1,1,1,1,1,1,4,4,-1,[ OK ]
44.3,10-Mar-26 10:12:04,1.088E+06,96.62,0.1414,115.8,0.3867,0.5255,1.536,0,0,0,100,16.28,0.2481,404.4,200,1,0,0.3535,1,1,1,1,1,1,1,4,4,-1,[ OK ]
44.7,10-Mar-26 10:12:04,1.088E+06,96.62,0.1418,116.1,0.3841,0.5252,1.538,0,0,0,100,16.28,0.2506,404.5,200,1,0,0.3345,1,1,1,1,1,1,1,4,4,-1,[ OK ]
45.1,10-Mar-26 10:12:05,1.088E+06,96.62,0.1421,116.6,0.3844,0.526,1.528,0,0,0,100,16.28,0.2481,404.2,200,1,0,0.3649,1,1,1,1,1,1,1,4,4,-1,[ OK ]
45.6,10-Mar-26 10:12:05,1.088E+06,96.62,0.1425,116.5,0.3863,0.5252,1.535,0,0,0,100,16.28,0.2471,404.5,200,1,0,0.3553,1,1,1,1,1,1,1,4,4,-1,[ OK ]
45.9,10-Mar-26 10:12:05,1.088E+06,96.62,0.1425,117.4,0.3863,0.5258,1.528,0,0,0,100,16.28,0.2471,404.2,200,1,0,0.363,1,1,1,1,1,1,1,4,4,-1,[ OK ]
46.3,10-Mar-26 10:12:06,1.088E+06,96.62,0.143,117.1,0.3878,0.525,1.535,0,0,0,100,16.28,0.2465,404.4,200,1,0,0.3593,1,1,1,1,1,1,1,4,4,-1,[ OK ]
46.7,10-Mar-26 10:12:06,1.088E+06,96.62,0.143,118,0.3852,0.5253,1.531,0,0,0,100,16.28,0.2475,404.1,200,1,0,0.3553,1,1,1,1,1,1,1,4,4,-1,[ OK ]
47.1,10-Mar-26 10:12:07,1.088E+06,96.62,0.1431,118.3,0.3794,0.5249,1.534,0,0,0,100,16.28,0.2469,404,200,1,0,0.3533,1,1,1,1,1,1,1,4,4,-1,[ OK ]
47.6,10-Mar-26 10:12:07,1.088E+06,96.62,0.1435,117.8,0.3883,0.5251,1.53,0,0,0,100,16.28,0.2472,404.2,200,1,0,0.3599,1,1,1,1,1,1,1,4,4,-1,[ OK ]
48.0,10-Mar-26 10:12:07,1.088E+06,96.62,0.1435,118.7,0.3814,0.5255,1.526,0,0,0,100,16.28,0.2449,404.3,200,1,0,0.3553,1,1,1,1,1,1,1,4,4,-1,[ OK ]
48.4,10-Mar-26 10:12:08,1.088E+06,96.62,0.1437,118.4,0.383,0.5247,1.534,0,0,0,100,16.28,0.2452,404.4,200,1,0,0.356,1,1,1,1,1,1,1,4,4,-1,[ OK ]
48.8,10-Mar-26 10:12:08,1.088E+06,96.62,0.1438,118.8,0.3827,0.5251,1.529,0,0,0,100,16.28,0.2436,404.2,200,1,0,0.3597,1,1,1,1,1,1,1,4,4,-1,[ OK ]
49.2,10-Mar-26 10:12:09,1.088E+06,96.62,0.144,118.8,0.3856,0.5248,1.532,0,0,0,100,16.28,0.246,404,200,1,0,0.3473,1,1,1,1,1,1,1,4,4,-1,[ OK ]
49.7,10-Mar-26 10:12:09,1.088E+06,96.62,0.1441,118.9,0.3835,0.5249,1.531,0,0,0,100,16.28,0.2456,404.5,200,1,0,0.3463,1,1,1,1,1,1,1,4,4,-1,[ OK ]
50.1,10-Mar-26 10:12:10,1.088E+06,96.62,0.1441,119.1,0.3807,0.5248,1.532,0,0,0,100,16.28,0.2456,404.5,200,1,0,0.3453,1,1,1,1,1,1,1,4,4,-1,[ OK ]
50.5,10-Mar-26 10:12:10,1.088E+06,96.62,0.1444,118.7,0.3761,0.5251,1.529,0,0,0,100,16.28,0.2454,404.1,200,1,0,0.358,1,1,1,1,1,1,1,4,4,-1,[ OK ]
50.9,10-Mar-26 10:12:10,1.088E+06,96.62,0.1443,119.4,0.3697,0.5257,1.523,0,0,0,100,16.28,0.2457,404.2,200,1,0,0.3544,1,1,1,1,1,1,1,4,4,-1,[ OK ]
51.3,10-Mar-26 10:12:11,1.088E+06,96.62,0.1444,119.3,0.3751,0.5249,1.53,0,0,0,100,16.28,0.2428,404.1,200,1,0,0.3511,1,1,1,1,1,1,1,4,4,-1,[ OK ]
51.8,10-Mar-26 10:12:11,1.088E+06,96.62,0.1445,119.4,0.3763,0.5248,1.531,0,0,0,100,16.28,0.2452,404.2,200,1,0,0.3522,1,1,1,1,1,1,1,4,4,-1,[ OK ]
52.2,10-Mar-26 10:12:12,1.088E+06,96.62,0.1445,119.4,0.3719,0.5253,1.523,0,0,0,100,16.28,0.2464,404.4,200,1,0,0.3389,1,1,1,1,1,1,1,4,4,-1,[ OK ]
52.6,10-Mar-26 10:12:12,1.088E+06,96.62,0.1447,118.8,0.379,0.5252,1.526,0,0,0,100,16.28,0.2457,404.5,200,1,0,0.3416,1,1,1,1,1,1,1,4,4,-1,[ OK ]
53.0,10-Mar-26 10:12:13,1.088E+06,96.62,0.1448,118.9,0.3801,0.5253,1.524,0,0,0,100,16.28,0.2446,404,200,1,0,0.3455,1,1,1,1,1,1,1,4,4,-1,[ OK ]
53.4,10-Mar-26 10:12:13,1.088E+06,96.62,0.1446,119.7,0.3758,0.5251,1.527,0,0,0,100,16.28,0.2455,404,200,1,0,0.3492,1,1,1,1,1,1,1,4,4,-1,[ OK ]
53.8,10-Mar-26 10:12:13,1.088E+06,96.62,0.1446,119.9,0.3727,0.5252,1.525,0,0,0,100,16.28,0.2425,404.1,200,1,0,0.3397,1,1,1,1,1,1,1,4,4,-1,[ OK ]
54.2,10-Mar-26 10:12:14,1.088E+06,96.62,0.1448,119.4,0.3725,0.5245,1.533,0,0,0,100,16.28,0.2436,404,200,1,0,0.3493,1,1,1,1,1,1,1,4,4,-1,[ OK ]
54.6,10-Mar-26 10:12:14,1.088E+06,96.62,0.1448,119.1,0.3764,0.525,1.526,0,0,0,100,16.28,0.2455,404.4,200,1,0,0.3489,1,1,1,1,1,1,1,4,4,-1,[ OK ]
55.0,10-Mar-26 10:12:15,1.088E+06,96.62,0.1447,119.7,0.3707,0.5253,1.523,0,0,0,100,16.28,0.2445,404.2,200,1,0,0.3493,1,1,1,1,1,1,1,4,4,-1,[ OK ]
55.4,10-Mar-26 10:12:15,1.088E+06,96.62,0.1448,119.4,0.3703,0.5245,1.531,0,0,0,100,16.28,0.2442,404.4,200,1,0,0.3392,1,1,1,1,1,1,1,4,4,-1,[ OK ]
55.8,10-Mar-26 10:12:15,1.088E+06,96.62,0.1445,120.5,0.06408,0.525,1.525,0,0,0,100,16.28,0.2078,404,200,1,0,-1,1,0,1,2.043,1,1,1,4,4,-1,[ OK ]
56.2,10-Mar-26 10:12:16,1.088E+06,96.62,0.1429,124.4,0.05574,0.5243,1.532,0,0,0,100,16.28,0.2098,404.1,200,1,0,-1,1,0,1,2.128,1,1,1,4,4,-1,[ OK ]
56.6,10-Mar-26 10:12:16,1.088E+06,96.62,0.1418,126,0.05475,0.5249,1.526,0,0,0,100,16.28,0.2095,404.4,200,1,0,-1,1,0,1,2.213,1,1,1,4,4,-1,[ OK ]
57.0,10-Mar-26 10:12:17,1.088E+06,96.62,0.1406,126.9,0.05336,0.525,1.524,0,0,0,100,16.28,0.2102,404.3,200,1,0,-1,1,0,1,2.299,1,1,1,4,4,-1,[ OK ]
57.5,10-Mar-26 10:12:17,1.088E+06,96.62,0.1396,127.4,0.05515,0.5241,1.534,0,0,0,100,16.28,0.2102,404.6,200,1,0,-1,1,0,1,2.384,1,1,1,4,4,-1,[ OK ]
57.9,10-Mar-26 10:12:17,1.088E+06,96.62,0.1386,127.7,0.05723,0.5242,1.532,0,0,0,100,16.28,0.2098,404.1,200,1,0,-1,1,0,1,2.47,1,1,1,4,4,-1,[ OK ]
58.3,10-Mar-26 10:12:18,1.088E+06,96.62,0.1378,127,0.3172,0.5252,1.522,0,0,0,100,16.28,0.2444,404.1,200,1,0,0.3385,1,1,1,1,1,1,1,4,4,-1,[ OK ]
58.7,10-Mar-26 10:12:18,1.088E+06,96.62,0.1387,122.5,0.3624,0.5244,1.531,0,0,0,100,16.28,0.2444,404.4,200,1,0,0.3195,1,1,1,1,1,1,1,4,4,-1,[ OK ]
59.1,10-Mar-26 10:12:19,1.088E+06,96.62,0.1391,120.7,0.36,0.5242,1.533,0,0,0,100,16.28,0.2437,404,200,1,0,0.32,1,1,1,1,1,1,1,4,4,-1,[ OK ]
59.6,10-Mar-26 10:12:19,1.088E+06,96.62,0.1396,119.3,0.05793,0.5242,1.533,0,0,0,100,16.28,0.2088,404.1,200,1,0,-1,1,0,1,2.043,1,1,1,4,4,-1,[ OK ]
59.9,10-Mar-26 10:12:19,1.088E+06,96.62,0.1386,121.9,0.05346,0.5245,1.529,0,0,0,100,16.28,0.2072,404.4,200,1,0,-1,1,0,1,2.108,1,1,1,4,4,-1,[ OK ]
60.2,10-Mar-26 10:12:20,1.088E+06,96.62,0.138,123,0.05525,0.5242,1.533,0,0,0,100,16.28,0.2101,404.1,200,1,0,-1,1,0,1,2.173,1,1,1,4,4,-1,[ OK ]
60.6,10-Mar-26 10:12:20,1.088E+06,96.62,0.137,124.9,0.05416,0.5249,1.526,0,0,0,100,16.28,0.2085,404.3,200,1,0,-1,1,0,1,2.258,1,1,1,4,4,-1,[ OK ]
61.0,10-Mar-26 10:12:21,1.088E+06,96.62,0.1367,124.3,0.05088,0.5248,1.527,0,0,0,100,16.28,0.2088,404.1,200,1,0,-1,1,0,1,2.323,1,1,1,4,4,-1,[ OK ]
61.3,10-Mar-26 10:12:21,1.088E+06,96.62,0.1361,124.8,0.05406,0.5251,1.524,0,0,0,100,16.28,0.2076,404.3,200,1,0,-1,1,0,1,2.388,1,1,1,4,4,-1,[ OK ]
61.6,10-Mar-26 10:12:21,1.088E+06,96.62,0.1358,124.2,0.05396,0.5238,1.539,0,0,0,100,16.28,0.2079,404.4,200,1,0,-1,1,0,1,2.453,1,1,1,4,4,-1,[ OK ]
62.1,10-Mar-26 10:12:22,1.088E+06,96.62,0.1351,124.7,0.05247,0.5244,1.533,0,0,0,100,16.28,0.2088,404.1,200,1,0,-1,1,0,1,2.538,1,1,1,4,4,-1,[ OK ]
62.5,10-Mar-26 10:12:22,1.088E+06,96.62,0.1346,124.2,0.05227,0.5248,1.527,0,0,0,100,16.28,0.2085,404.3,200,1,0,-1,1,0,1,2.624,1,1,1,4,4,-1,[ OK ]
62.8,10-Mar-26 10:12:22,1.088E+06,96.62,0.1347,122.8,0.3549,0.5251,1.525,0,0,0,100,16.28,0.2426,404.2,200,1,0,0.3232,1,1,1,1,1,1,1,4,4,-1,[ OK ]
